Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Joaquín Panichelli;Alavés;ARG;MF,FW;21;5;112;0;0;0;0.3;0.0;0.0;0.0;0.0;0.24;0.01;La Liga;5;4.02;0.80;60.7;80.0;50.0;0.0;0.0;0.4;0.0;0.2;0.6;0.4;10.0;0.0;0.0;1.61;0.00;76.5;1.20;1.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;3.4;5.6;2.4;0.6;0.0;33.8;17.0;0.02;0.2;0.4;0.2;0.0;0.4;0.32;1.0;1.0;0.4;2.6;-1.3;-0.08000000000000002;33
Victor Parada;Alavés;ESP;FW,MF;22;2;3;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;0;0;0;0;0.0;0.5;0.0;0.0;0.5;0.0;1.0;0.0;0;0.00;0.00;0;3.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;-0.1;-0.05;33
Abderrahman Rebbach;Alavés;ALG;FW,MF;25;21;695;1;1;0;0.8;1.6;0.13;0.13;0.0;0.11;0.21;La Liga;17;2.20;0.52;55.0;76.5;58.7;37.8;-1.6;0.19;0.48;0.14;0.52;0.29;15.81;0.48;37.0;3.63;0.00;35.0;0.71;6.4;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.19999999999999996;5.71;10.38;2.95;1.76;0.81;101.9;38.48;0.08;0.81;0.52;0.29;0.14;0.67;0.3;1.38;0.57;0.48;0.33;-5.6000000000000005;-0.19;33
Luis Rioja;Alavés;ESP;FW,MF;30;34;2377;5;2;4;5.9;3.9;0.19;0.08;0.15;0.22;0.15;La Liga;48;1.82;0.49;64.2;80.2;68.3;41.9;0.1;0.56;0.76;0.47;1.26;0.82;31.53;1.18;58.0;2.99;0.27;30.3;1.21;29.6;0;0;0;0;0;0;0.0;0;0.0;0.0;6.5;-0.9000000000000004;15.41;24.0;7.76;5.44;1.59;254.62;75.79;0.12;1.18;0.74;1.06;0.56;2.15;0.87;3.68;0.62;0.53;0.29;-23.700000000000003;-0.65;33
Unai Ropero;Alavés;ESP;MF;22;1;5;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;80.0;100.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.00;0.00;0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.0;5.0;3.0;1.0;0.0;46.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;33
Aleksandar Sedlar;Alavés;SRB;DF;32;11;946;1;1;0;0.3;0.1;0.1;0.1;0.0;0.03;0.01;La Liga;4;0.38;0.10;84.7;89.1;88.6;68.7;-0.1;0.91;0.73;1.18;2.45;3.91;45.18;0.18;66.7;0.86;0.00;48.6;1.09;12.0;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.7;31.18;36.82;10.45;16.18;4.18;631.27;255.73;0.01;0.18;2.82;0.0;0.0;2.36;1.09;4.45;1.27;0.36;1.55;-11.7;-1.06;33
Giuliano Simeone;Alavés;ARG;FW;21;11;382;1;1;0;1.4;0.1;0.24;0.24;0.0;0.34;0.04;La Liga;11;2.59;0.47;69.6;81.4;74.2;60.0;-0.1;0.36;0.55;0.36;0.82;0.18;14.82;0.73;53.3;2.59;0.24;11.1;1.45;3.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;-0.3999999999999999;7.09;10.18;4.36;2.09;0.27;99.09;33.27;0.02;0.36;0.82;0.55;0.0;1.45;0.28;2.27;0.55;0.27;0.09;-1.7000000000000002;0.06;33
Antonio Sivera;Alavés;ESP;GK;27;34;3060;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;58.9;100.0;98.6;42.9;-0.1;0.0;0.0;0.0;0.0;0.5;34.85;0.0;0;0.44;0.03;87.5;1.21;39.2;2;38.4;0.25;+2.4;38;1.12;75.6;29.4;3.62;3.24;0.0;0.0;19.15;32.5;3.15;6.03;9.88;693.18;556.41;0.0;0.12;1.21;0.06;0.0;0.0;1.15;0.68;0.0;0.06;0.21;-39.2;-1.15;33
Alex Sola;Alavés;ESP;FW,MF;24;26;1107;0;0;3;1.5;2.2;0.0;0.0;0.24;0.12;0.18;La Liga;25;2.03;0.41;62.3;84.8;65.4;39.7;0.8;0.54;0.65;0.38;1.31;0.54;21.04;1.62;60.0;5.12;0.33;53.3;1.31;16.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.5;8.77;14.08;4.31;3.27;1.04;151.19;55.73;0.08;1.0;0.85;0.73;0.35;1.38;0.64;2.73;0.42;0.85;0.62;-15.2;-0.52;33
Mamadou Sylla;Alavés;SEN;FW,MF;30;2;18;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;42.9;25.0;100.0;100.0;0.0;0.0;0.5;0.0;0.0;0.5;6.5;0.0;0.0;0.00;0.00;50.0;1.50;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.5;3.5;0.5;0.5;0.5;32.0;3.0;0.0;0.0;1.0;0.0;0.0;0.5;0.05;0.5;0.5;1.0;1.5;-0.1;-0.05;33
Nahuel Tenaglia;Alavés;ARG;DF;28;22;931;1;1;0;0.6;0.1;0.1;0.1;0.0;0.06;0.01;La Liga;7;0.68;0.10;70.7;84.3;78.6;47.1;-0.1;0.59;0.55;0.5;1.41;2.36;21.64;0.18;44.4;1.26;0.00;55.3;1.50;13.3;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.4;11.41;16.14;4.14;5.68;1.45;226.73;107.23;0.0;0.18;1.0;0.09;0.05;1.5;0.6;1.64;0.5;0.55;0.95;-12.700000000000001;-0.54;33
Carlos Vicente;Alavés;ESP;FW;25;15;875;0;0;4;1.0;2.4;0.0;0.0;0.41;0.11;0.25;La Liga;11;1.13;0.41;57.3;69.2;63.8;42.9;1.6;0.33;0.13;0.2;1.13;0.6;27.6;0.73;40.7;4.01;0.51;43.9;1.67;10.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;11.53;20.13;5.4;4.0;1.6;199.07;70.27;0.11;1.8;0.53;1.0;0.87;1.2;0.73;2.4;0.8;1.4;1.2;-9.9;-0.62;33
Xeber;Alavés;ESP;FW,MF;26;9;273;0;0;0;0.4;0.6;0.0;0.0;0.0;0.12;0.2;La Liga;5;1.65;0.00;68.1;89.4;72.7;37.5;-0.6;0.44;0.11;0.11;0.56;0.22;13.78;0.33;42.9;2.97;0.33;33.3;1.11;4.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;6.89;10.11;4.67;1.78;0.33;97.78;22.67;0.06;0.56;0.33;0.0;0.0;0.44;0.48;1.78;1.0;0.0;0.22;-3.9;-0.36;33
Marcos Acuña;Sevilla;ARG;DF;32;18;1098;1;1;2;0.4;1.0;0.08;0.08;0.16;0.04;0.08;La Liga;9;0.74;0.33;75.3;88.5;81.0;55.3;1.0;0.89;0.44;0.22;1.5;1.06;42.83;0.5;52.9;3.36;0.33;60.0;1.33;16.3;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.6;27.78;36.89;11.11;11.61;4.61;550.67;234.78;0.09;0.94;2.56;0.89;0.56;2.72;0.91;4.39;0.67;0.72;0.67;-15.9;-0.87;33
Lucien Agoume;Sevilla;FRA;MF;22;8;429;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01;0.01;La Liga;1;0.21;0.00;81.8;84.4;87.1;73.3;0.0;0.88;0.62;0.5;1.75;0.38;23.88;0.0;0;1.68;0.00;62.5;2.13;5.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;16.88;20.62;8.12;6.75;1.38;283.75;67.25;0.01;0.25;1.62;0.12;0.0;1.5;0.72;2.38;0.62;0.0;0.62;-5.8;-0.71;33
Loïc Bade;Sevilla;FRA;DF;24;25;2019;0;0;1;0.8;0.4;0.0;0.0;0.04;0.04;0.02;La Liga;13;0.58;0.13;82.3;91.4;88.2;53.7;0.6;1.36;0.84;1.32;3.48;3.96;55.28;0.2;41.7;0.80;0.18;68.4;1.44;30.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;37.0;44.96;12.28;20.56;3.76;722.52;275.52;0.02;0.32;2.8;0.04;0.0;2.68;1.21;5.16;0.88;0.28;2.6;-29.5;-1.17;33
Isaac Bernal;Sevilla;ESP;FW;23;14;1039;4;4;4;0.0;0.0;0.35;0.35;0.35;0.0;0.0;La Liga;42;3.64;1.47;0;0;0;0;0.0;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1.57;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;4.25;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.21;0.0;0.0;0.0;33
Yassine Bounou;Sevilla;MAR;GK;33;1;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;64.5;100.0;85.7;47.4;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0;0.00;0.00;0;0.00;1.1;0;1.1;0.37;-0.9;2;2.00;33.3;0.0;3.0;1.5;0.0;0.0;20.0;31.0;5.0;6.0;9.0;673.0;573.0;0.0;0.0;1.0;0.0;0.0;0.0;1.1;0.0;0.0;0.0;0.0;-1.1;-1.1;33
Jesús Corona;Sevilla;MEX;MF,DF;31;2;17;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;64.3;85.7;50.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;8.5;0.5;100.0;0.00;0.00;0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.5;7.0;3.0;1.5;0.0;53.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;0.0;0.0;33
Marko Dmitrović;Sevilla;SRB;GK;32;13;1170;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;74.1;100.0;99.3;42.5;0.0;0.08;0.0;0.08;0.15;0.38;33.0;0.08;100.0;0.23;0.00;100.0;0.62;18.6;1;22.6;0.30;-1.4;25;1.92;66.2;15.4;5.23;2.72;0.0;0.0;22.46;30.31;5.0;11.69;5.69;600.85;458.0;0.0;0.08;0.62;0.0;0.0;0.08;1.43;1.0;0.0;0.08;0.15;-18.6;-1.43;33
Youssef En-Nesyri;Sevilla;MAR;FW;26;29;2212;12;12;2;7.9;1.3;0.49;0.49;0.08;0.32;0.05;La Liga;59;2.40;1.02;63.4;71.9;63.2;36.4;0.7;0.24;0.28;0.21;0.52;0.79;16.21;0.24;23.3;0.77;0.28;43.0;1.38;31.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.08;4.1;5.55;8.76;3.45;1.48;0.14;71.34;12.59;0.03;0.31;0.31;0.14;0.0;0.48;1.07;1.17;0.69;0.72;2.1;-23.200000000000003;-0.75;33
Fernando;Sevilla;BRA;MF;36;8;459;0;0;0;0.0;0.3;0.0;0.0;0.0;0.0;0.06;La Liga;1;0.20;0.00;86.4;91.6;89.9;75.0;-0.3;1.0;0.25;0.88;2.0;1.12;36.0;0.5;66.7;1.57;0.00;55.6;1.00;7.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;26.12;30.25;12.25;11.12;2.25;461.38;133.62;0.04;0.25;2.62;0.62;0.25;3.0;0.91;4.38;0.75;0.38;1.25;-7.3;-0.91;33
Federico Gattoni;Sevilla;ARG;DF,FW;25;2;10;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;77.8;66.7;66.7;100.0;0.0;0.0;0.0;0.0;0.5;0.5;5.5;0.0;0;0.00;0.00;66.7;0.00;0.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.5;4.5;1.0;1.0;1.0;68.5;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.5;1.0;0.0;1.0;-0.4;-0.2;33
Nemanja Gudelj;Sevilla;SRB;DF,MF;32;21;1730;1;1;1;0.8;0.4;0.05;0.05;0.05;0.04;0.02;La Liga;19;0.99;0.16;86.0;92.5;90.9;62.3;0.6;1.14;0.81;1.29;2.76;2.67;58.9;0.19;66.7;0.99;0.10;66.1;1.10;25.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.19999999999999996;43.14;50.14;16.48;22.81;3.38;785.52;266.67;0.02;0.33;3.81;0.1;0.1;3.33;1.22;4.0;1.43;0.52;1.95;-24.9;-1.18;33
Diego Iturralde;Sevilla;ESP;DF;21;1;37;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;64.3;100.0;57.1;0.0;0.0;0.0;1.0;0.0;0.0;2.0;17.0;1.0;100.0;0.00;0.00;0;3.00;1.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;9.0;14.0;5.0;4.0;0.0;148.0;110.0;0.0;0.0;0.0;0.0;0.0;1.0;1.1;1.0;1.0;0.0;0.0;-1.1;-1.1;33
Adnan Januzaj;Sevilla;BEL;FW,MF;29;8;193;0;0;0;0.6;0.0;0.0;0.0;0.0;0.28;0.02;La Liga;6;2.80;0.47;79.5;92.1;82.1;55.6;0.0;0.38;0.25;0.12;0.5;0.0;14.88;0.62;45.5;2.80;0.00;75.0;0.75;3.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;8.75;11.0;4.38;2.88;1.25;156.25;30.5;0.03;0.25;0.75;0.12;0.12;1.12;0.49;1.12;0.38;1.12;0.38;-3.3;-0.20999999999999996;33
Joan Jordán;Sevilla;ESP;MF;29;7;364;0;0;0;0.2;0.0;0.0;0.0;0.0;0.05;0.01;La Liga;6;1.48;0.25;86.7;92.1;91.3;83.3;0.0;0.86;0.57;0.57;1.57;0.29;38.29;0.14;100.0;2.48;0.00;57.1;1.00;8.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;28.86;33.29;13.29;12.0;2.86;512.57;163.14;0.01;0.29;4.86;0.14;0.0;4.57;1.2;2.71;0.14;0.43;0.57;-8.200000000000001;-1.15;33
Érik Lamela;Sevilla;ARG;FW,MF;32;13;463;2;2;0;0.9;0.9;0.39;0.39;0.0;0.17;0.17;La Liga;8;1.56;0.78;82.7;88.5;84.4;33.3;-0.9;1.0;0.92;0.08;1.54;0.38;17.85;0.46;42.9;3.56;0.37;37.5;1.31;8.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.1;9.54;11.54;5.92;2.92;0.15;124.54;31.46;0.05;0.85;0.77;0.46;0.15;1.23;0.67;1.54;1.15;0.23;0.23;-7.799999999999999;-0.5;33
Dodi Lukebakio;Sevilla;BEL;FW;26;19;902;5;5;1;4.7;0.6;0.5;0.5;0.1;0.47;0.06;La Liga;32;3.19;1.30;74.7;86.3;80.0;53.1;0.4;0.11;0.37;0.11;0.32;0.16;22.32;1.37;50.0;4.27;0.51;52.6;1.42;13.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.6;0.2999999999999998;11.47;15.37;6.32;3.58;0.89;170.37;25.63;0.05;0.63;0.32;0.47;0.16;1.21;0.73;1.42;1.11;0.95;0.53;-9.2;-0.26;33
Marcão;Sevilla;BRA;DF;27;6;310;0;0;0;0.0;0.2;0.0;0.0;0.0;0.0;0.06;La Liga;0;0.00;0.00;89.2;96.8;90.9;76.5;-0.2;0.83;1.33;0.5;1.83;1.17;36.17;0.17;33.3;0.87;0.29;62.5;1.17;5.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;27.5;30.83;10.17;15.0;2.17;505.67;206.0;0.0;0.17;2.67;0.0;0.0;2.0;0.97;2.83;0.67;1.0;0.83;-5.8;-0.97;33
Mariano;Sevilla;DOM;FW;30;6;219;0;0;0;0.9;0.1;0.0;0.0;0.0;0.38;0.03;La Liga;10;4.11;0.41;67.4;71.4;63.6;66.7;-0.1;0.17;0.17;0.0;0.17;0.33;11.67;0.17;50.0;2.88;0.41;50.0;0.50;4.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.9;4.83;7.17;2.5;1.17;0.67;72.5;20.83;0.02;0.33;0.33;0.17;0.17;1.0;0.67;1.17;1.0;0.17;1.5;-3.1;-0.29000000000000004;33
Hannibal Mejbri;Sevilla;TUN;MF;21;5;98;0;0;0;0.0;0.2;0.0;0.0;0.0;0.01;0.22;La Liga;1;0.92;0.00;84.6;91.7;76.9;100.0;-0.2;0.4;0.0;0.0;0.4;0.0;10.8;0.4;50.0;3.96;0.00;0.0;2.00;1.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.6;7.8;4.4;2.0;0.2;84.2;14.2;0.0;0.4;0.6;0.2;0.0;0.4;0.36;1.0;0.8;0.4;0.0;-1.8;-0.35;33
Rafa Mir;Sevilla;ESP;FW,MF;26;15;391;2;2;0;1.4;0.3;0.46;0.46;0.0;0.33;0.07;La Liga;15;3.45;1.61;69.3;78.0;80.0;40.0;-0.3;0.13;0.13;0.07;0.2;0.07;9.07;0.13;33.3;2.99;0.46;38.7;0.93;6.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;0.6000000000000001;4.07;5.87;2.13;1.6;0.13;57.87;7.27;0.01;0.33;0.07;0.07;0.07;0.13;0.45;0.8;0.6;0.33;0.8;-5.300000000000001;-0.12;33
Jesús Navas;Sevilla;ESP;DF;38;26;1786;0;0;1;0.1;1.1;0.0;0.0;0.05;0.01;0.06;La Liga;6;0.30;0.05;72.0;86.9;75.7;48.0;-0.1;0.85;0.58;0.77;2.0;1.46;47.42;0.46;66.7;2.02;0.20;41.7;1.27;29.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;29.77;41.35;14.81;10.77;3.31;513.92;168.81;0.07;0.65;2.5;1.12;0.58;3.62;1.13;3.46;0.46;0.38;0.38;-29.2;-1.1199999999999999;33
Tanguy Nianzou;Sevilla;FRA;DF;21;7;228;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;La Liga;1;0.39;0.00;87.1;85.0;92.4;78.6;0.0;1.14;0.14;0.43;2.14;0.86;22.0;0.29;100.0;0.85;0.00;50.0;1.00;4.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;15.43;17.71;4.86;8.71;1.57;296.43;79.14;0.0;0.0;2.0;0.0;0.0;1.86;0.61;2.43;0.71;0.57;0.57;-4.3;-0.6;33
Ørjan Nyland;Sevilla;NOR;GK;33;20;1800;0;0;0;0.0;0.4;0.0;0.0;0.0;0.0;0.02;La Liga;0;0.00;0.00;59.9;100.0;99.3;38.9;-0.4;0.0;0.0;0.0;0.0;0.25;33.2;0.0;0;0.35;0.00;100.0;1.65;27.3;1;20.7;0.24;+2.7;19;0.95;78.7;30.0;3.75;3.95;0.0;0.0;18.6;31.05;3.35;7.3;7.8;611.05;510.3;0.0;0.1;0.65;0.0;0.0;0.0;1.36;1.15;0.0;0.1;0.35;-27.3;-1.36;33
Lucas Ocampos;Sevilla;ARG;FW,DF;29;31;2534;4;3;3;4.7;3.5;0.14;0.11;0.11;0.17;0.12;La Liga;57;2.02;0.71;65.9;78.7;67.5;40.1;-0.5;1.29;1.03;0.52;2.39;0.87;47.45;1.42;37.9;2.83;0.28;51.3;1.10;37.6;0;0;0;0;0;0;0.0;0;0.0;0.0;6.67;-0.7000000000000002;22.42;34.03;12.29;7.16;1.9;355.84;97.48;0.1;0.97;1.29;1.16;0.58;3.19;1.21;4.65;0.9;1.87;1.87;-32.9;-1.04;33
Adrià Pedrosa;Sevilla;ESP;DF;25;27;1587;1;1;4;0.5;2.2;0.06;0.06;0.23;0.03;0.13;La Liga;13;0.74;0.11;72.5;86.6;74.7;38.1;1.8;0.81;0.81;0.56;2.04;1.93;39.89;0.44;32.4;2.55;0.23;33.3;1.19;24.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.5;22.78;31.41;12.96;8.0;1.48;360.0;122.74;0.05;0.78;1.52;0.59;0.41;2.19;0.91;3.44;0.19;1.15;0.37;-24.2;-0.88;33
Ivan Rakitić;Sevilla;CRO;MF;36;18;1425;2;2;1;1.3;3.0;0.13;0.13;0.06;0.08;0.19;La Liga;32;2.02;0.44;75.0;86.7;80.7;56.0;-2.0;0.89;0.89;0.78;2.44;0.67;69.5;0.44;40.0;5.05;0.06;48.0;0.56;22.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;0.7;45.61;60.83;19.56;16.78;8.06;889.11;271.56;0.23;2.72;6.17;1.44;0.89;7.06;1.24;6.5;0.89;1.06;0.67;-21.0;-1.16;33
Sergio Ramos;Sevilla;ESP;DF;38;24;2157;3;3;0;1.8;0.1;0.13;0.13;0.0;0.07;0.0;La Liga;25;1.04;0.46;88.3;91.9;93.8;73.7;-0.1;1.08;1.12;1.38;3.04;5.29;65.29;0.21;50.0;0.75;0.13;66.7;1.25;31.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.67;1.2;47.04;53.25;13.75;25.0;7.96;1007.08;368.88;0.01;0.08;3.33;0.08;0.0;2.92;1.3;4.96;1.0;0.79;3.0;-29.3;-1.23;33
Kike Salas;Sevilla;ESP;DF;22;19;1290;3;3;0;0.7;0.3;0.21;0.21;0.0;0.05;0.02;La Liga;14;0.98;0.35;78.0;86.4;83.9;38.2;-0.3;0.95;0.84;0.95;2.58;3.68;49.95;0.0;0.0;0.69;0.00;66.3;1.15;17.8;0;0;0;0;0;0;0.0;0;0.0;0.0;1.67;2.3;31.89;40.89;15.42;14.0;1.79;525.84;186.32;0.02;0.16;2.16;0.16;0.05;2.63;0.94;3.58;1.32;0.47;2.79;-17.1;-0.8899999999999999;33
Juanlu Sánchez;Sevilla;ESP;DF;20;23;1038;0;0;2;0.4;1.0;0.0;0.0;0.17;0.04;0.09;La Liga;10;0.87;0.09;78.8;87.9;82.9;42.2;1.0;1.48;1.04;0.48;2.78;1.52;36.26;0.96;46.8;2.60;0.26;46.4;1.26;14.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;21.65;27.48;12.65;7.78;0.83;320.87;111.65;0.05;0.7;1.48;0.83;0.43;1.96;0.65;2.65;0.48;0.91;0.57;-14.5;-0.61;33
Manuel Sebastián;Sevilla;ESP;MF;19;2;21;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.11;La Liga;0;0.00;0.00;86.7;85.7;100.0;75.0;0.0;0.0;1.0;0.0;0.5;0.0;10.0;0.0;0;8.57;0.00;0.0;3.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.5;7.5;3.0;1.0;1.5;112.0;40.0;0.0;0.5;0.0;0.0;0.0;0.5;0.15;1.5;0.5;0.0;0.0;-0.3;-0.15;33
Boubakary Soumaré;Sevilla;FRA;MF;25;25;2016;0;0;0;0.0;0.5;0.0;0.0;0.0;0.0;0.02;La Liga;1;0.04;0.00;89.5;90.5;93.6;81.0;-0.5;1.0;0.8;0.8;2.12;0.72;48.52;0.64;69.6;0.98;0.00;66.7;1.52;29.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;38.0;42.44;17.6;16.84;2.72;633.36;169.56;0.02;0.2;3.8;0.08;0.04;3.44;1.2;5.4;1.2;0.88;0.72;-29.9;-1.2;33
Djibril Sow;Sevilla;SUI;MF;27;24;1460;1;1;1;1.5;0.8;0.06;0.06;0.06;0.09;0.05;La Liga;18;1.11;0.31;85.3;88.7;91.0;70.4;0.2;0.88;0.83;0.71;1.88;0.33;35.0;0.21;62.5;2.65;0.18;43.8;1.00;24.0;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-0.5;24.25;28.42;11.46;10.5;1.58;398.0;78.62;0.05;0.62;2.38;0.29;0.08;3.04;1.0;3.04;1.12;0.79;0.58;-22.5;-0.91;33
Suso;Sevilla;ESP;MF,FW;30;27;1398;1;1;4;1.3;3.5;0.06;0.06;0.26;0.09;0.22;La Liga;25;1.61;0.39;76.8;90.1;78.8;57.1;0.5;0.59;0.33;0.19;1.0;0.15;36.78;0.96;57.8;5.60;0.71;43.8;1.11;22.5;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.30000000000000004;24.15;31.44;12.48;7.85;3.26;423.81;135.81;0.17;1.48;2.48;1.33;0.48;3.7;0.83;2.96;0.74;1.22;0.26;-21.2;-0.74;33
Óliver Torres;Sevilla;ESP;MF;29;27;1616;0;0;1;0.5;2.2;0.0;0.0;0.06;0.03;0.12;La Liga;9;0.50;0.17;80.9;91.6;82.0;50.0;-1.2;0.81;1.48;0.22;1.59;0.22;38.52;0.41;45.8;3.23;0.11;28.2;1.22;22.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;26.44;32.7;14.89;8.63;2.0;406.15;119.41;0.09;0.81;2.78;0.67;0.3;3.56;0.84;4.7;0.96;0.85;0.41;-22.3;-0.8099999999999999;33
Alejo Véliz;Sevilla;ARG;FW;20;4;33;0;0;0;0.0;0.0;0.0;0.0;0.0;0.15;0.0;La Liga;2;5.45;5.45;66.7;50.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.25;2.75;0.0;0;3.46;0.00;66.7;1.75;0.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.5;0.5;0.25;0.0;12.25;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.5;0.25;0.5;-0.5;0.03;33
Julen Agirrezabala;Athletic Club;ESP;GK;23;1;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;70.3;100.0;100.0;33.3;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0.0;0;0.00;0.00;0;0.00;1.1;0;1.4;0.34;-0.6;2;2.00;50.0;0.0;4.0;2.0;0.0;0.0;26.0;37.0;8.0;13.0;5.0;642.0;502.0;0.0;0.0;1.0;0.0;0.0;0.0;1.1;3.0;0.0;0.0;0.0;-1.1;-1.1;33
Yeray Álvarez;Athletic Club;ESP;DF;29;16;927;0;0;0;0.2;0.1;0.0;0.0;0.0;0.02;0.01;La Liga;6;0.58;0.19;81.5;88.4;92.1;51.0;-0.1;0.44;0.38;0.69;1.44;1.75;41.62;0.12;66.7;0.97;0.19;80.4;1.81;10.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;29.81;36.56;8.06;18.12;3.31;614.94;225.75;0.03;0.19;2.19;0.19;0.0;2.88;0.65;3.31;0.94;0.62;2.31;-10.200000000000001;-0.63;33
